
> backend@0.1.0 develop /home/ubuntu/backend/sigtuple-backend
> strapi develop


 Project information

[90m┌────────────────────[39m[90m┬──────────────────────────────────────────────────┐[39m
[90m│[39m Time               [90m│[39m Fri Jul 09 2021 17:28:55 GMT+0000 (Coordinated … [90m│[39m
[90m│[39m Launched in        [90m│[39m 2496 ms                                          [90m│[39m
[90m│[39m Environment        [90m│[39m development                                      [90m│[39m
[90m│[39m Process PID        [90m│[39m 30087                                            [90m│[39m
[90m│[39m Version            [90m│[39m 3.6.5 (node v14.17.2)                            [90m│[39m
[90m│[39m Edition            [90m│[39m Community                                        [90m│[39m
[90m└────────────────────[39m[90m┴──────────────────────────────────────────────────┘[39m

 Actions available

Welcome back!
To manage your project 🚀, go to the administration panel at:
http://localhost:1337/admin

To access the server ⚡️, go to:
http://localhost:1337

[2021-07-30T19:54:16.586Z] debug GET /content-manager/content-types (28 ms) 200
[2021-07-30T19:54:16.600Z] debug GET /content-manager/components (38 ms) 200
[2021-07-30T19:54:16.643Z] debug GET /content-manager/content-types-settings (78 ms) 200
[2021-07-30T19:54:16.782Z] debug GET /admin/6d20cff5b3255dd0078f935c34e2b882.woff2 (1 ms) 200
[2021-07-30T19:54:16.788Z] debug GET /admin/ada6e6df937f7e5e8b790dfea07109b7.woff2 (1 ms) 200
[2021-07-30T19:54:16.812Z] debug GET /admin/0063b2cc64d976ac36f211442466d0ac.png (1 ms) 200
[2021-07-30T19:54:16.836Z] debug GET /admin/f46a81c3d1d3a648af68cffd4d0bba1d.png (1 ms) 200
[2021-07-30T19:54:16.878Z] debug GET /admin/7b77ea7e971bd3774dac8db799dfcef7.png (1 ms) 200
[2021-07-30T19:54:16.900Z] debug GET /admin/2fa5de8209723e8dc08c8aee4644da58.png (0 ms) 200
[2021-07-30T19:54:17.042Z] debug GET /admin/f16ac9b228b18810dd7cd6313764c007.png (1 ms) 200
[2021-07-30T19:54:17.061Z] debug GET /admin/3dd22e0349b2d2a7b7c998ad0bdb03df.png (1 ms) 200
[2021-07-30T19:54:17.172Z] debug GET /admin/a4234d384f7c58f2f5f90cfb08cee1e1.png (24 ms) 200
[2021-07-30T19:54:17.208Z] debug GET /content-manager/content-types (94 ms) 200
[2021-07-30T19:54:44.697Z] debug GET /content-manager/components (14 ms) 200
[2021-07-30T19:54:44.750Z] debug GET /content-manager/content-types (22 ms) 200
[2021-07-30T19:54:45.038Z] debug GET /content-manager/content-types/application::publication.publication/configuration (22 ms) 200
[2021-07-30T19:54:45.405Z] debug GET /content-manager/collection-types/application::publication.publication?page=1&pageSize=10&_sort=title:ASC (32 ms) 200
[2021-07-30T19:54:48.888Z] debug GET /content-manager/collection-types/application::publication.publication/1 (26 ms) 200
[2021-07-30T19:55:08.733Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (21 ms) 200
[2021-07-30T19:55:09.029Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (41 ms) 200
[2021-07-30T19:55:11.655Z] debug GET /content-manager/collection-types/application::blogs.blogs/4 (28 ms) 200
[2021-07-30T19:55:25.377Z] debug PUT /content-manager/collection-types/application::blogs.blogs/4 (108 ms) 200
[2021-07-30T19:55:28.581Z] debug GET /admin/plugins/content-manager/collectionType/application::blogs.blogs/1 (2 ms) 200
[2021-07-30T19:55:28.834Z] debug GET /admin/runtime~main.d1293aad.js (1 ms) 200
[2021-07-30T19:55:29.058Z] debug GET /admin/main.20bcbb73.chunk.js (1 ms) 200
[2021-07-30T19:55:39.236Z] debug POST /admin/renew-token (22 ms) 200
[2021-07-30T19:55:39.453Z] debug GET /admin/init (20 ms) 200
[2021-07-30T19:55:39.861Z] debug GET /admin/information (34 ms) 200
[2021-07-30T19:55:39.873Z] debug GET /content-manager/content-types (42 ms) 200
[2021-07-30T19:55:40.055Z] debug GET /admin/75614cfcfedd509b1f7ac1c26c53bb7f.woff2 (1 ms) 200
[2021-07-30T19:55:40.093Z] debug GET /i18n/locales (24 ms) 200
[2021-07-30T19:55:40.360Z] debug GET /admin/users/me/permissions (25 ms) 200
[2021-07-30T19:55:40.655Z] debug GET /content-manager/content-types (34 ms) 200
[2021-07-30T19:55:40.665Z] debug GET /content-manager/components (39 ms) 200
[2021-07-30T19:55:40.717Z] debug GET /content-manager/content-types-settings (89 ms) 200
[2021-07-30T19:55:40.868Z] debug GET /admin/6d20cff5b3255dd0078f935c34e2b882.woff2 (1 ms) 200
[2021-07-30T19:55:40.871Z] debug GET /admin/a6069540692725c247f13984a9598a92.woff2 (1 ms) 200
[2021-07-30T19:55:40.876Z] debug GET /admin/ada6e6df937f7e5e8b790dfea07109b7.woff2 (1 ms) 200
[2021-07-30T19:55:40.912Z] debug GET /admin/21b3848a32fce5b0f5014948186f6964.woff2 (19 ms) 200
[2021-07-30T19:55:40.984Z] debug GET /admin/0063b2cc64d976ac36f211442466d0ac.png (26 ms) 200
[2021-07-30T19:55:41.011Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (55 ms) 200
[2021-07-30T19:55:41.256Z] debug GET /content-manager/content-types (20 ms) 200
[2021-07-30T19:55:41.470Z] debug GET /content-manager/collection-types/application::blogs.blogs/1 (30 ms) 200
[2021-07-30T19:55:41.528Z] debug GET /content-manager/collection-types/application::blogs.blogs/1 (27 ms) 200
[2021-07-30T19:55:51.144Z] debug PUT /content-manager/collection-types/application::blogs.blogs/1 (88 ms) 200
[2021-07-30T19:55:55.328Z] debug GET /admin/plugins/content-manager/collectionType/application::blogs.blogs/2 (1 ms) 200
[2021-07-30T19:55:56.155Z] debug POST /admin/renew-token (20 ms) 200
[2021-07-30T19:55:56.195Z] debug GET /admin/init (37 ms) 200
[2021-07-30T19:55:56.600Z] debug GET /content-manager/content-types (23 ms) 200
[2021-07-30T19:55:56.615Z] debug GET /admin/information (33 ms) 200
[2021-07-30T19:55:56.834Z] debug GET /i18n/locales (25 ms) 200
[2021-07-30T19:55:57.102Z] debug GET /admin/users/me/permissions (23 ms) 200
[2021-07-30T19:55:57.386Z] debug GET /content-manager/content-types (35 ms) 200
[2021-07-30T19:55:57.435Z] debug GET /content-manager/components (73 ms) 200
[2021-07-30T19:55:57.449Z] debug GET /content-manager/content-types-settings (90 ms) 200
[2021-07-30T19:55:57.693Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (25 ms) 200
[2021-07-30T19:55:57.706Z] debug GET /content-manager/content-types (19 ms) 200
[2021-07-30T19:55:57.984Z] debug GET /content-manager/collection-types/application::blogs.blogs/2 (29 ms) 200
[2021-07-30T19:55:58.010Z] debug GET /content-manager/collection-types/application::blogs.blogs/2 (29 ms) 200
[2021-07-30T19:56:05.064Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (36 ms) 200
[2021-07-30T19:56:11.952Z] debug GET /content-manager/content-types/application::publication.publication/configuration (20 ms) 200
[2021-07-30T19:56:12.228Z] debug GET /content-manager/collection-types/application::publication.publication?page=1&pageSize=10&_sort=title:ASC (35 ms) 200
[2021-07-30T19:56:14.687Z] debug GET /content-type-builder/components (18 ms) 200
[2021-07-30T19:56:14.922Z] debug GET /content-type-builder/content-types (20 ms) 200
[2021-07-30T19:56:14.942Z] debug GET /content-type-builder/reserved-names (17 ms) 200
[2021-07-30T19:56:15.191Z] debug GET /admin/0.f473a128.chunk.js (1 ms) 200
[2021-07-30T19:56:35.265Z] info File changed: /home/ubuntu/backend/sigtuple-backend/api/publication/models/publication.settings.json
[2021-07-30T19:56:35.266Z] debug PUT /content-type-builder/content-types/application::publication.publication (50 ms) 201
[2021-07-30T19:56:35.271Z] info The server is restarting


 Project information

[90m┌────────────────────[39m[90m┬──────────────────────────────────────────────────┐[39m
[90m│[39m Time               [90m│[39m Fri Jul 30 2021 19:56:41 GMT+0000 (Coordinated … [90m│[39m
[90m│[39m Launched in        [90m│[39m 4470 ms                                          [90m│[39m
[90m│[39m Environment        [90m│[39m development                                      [90m│[39m
[90m│[39m Process PID        [90m│[39m 7335                                             [90m│[39m
[90m│[39m Version            [90m│[39m 3.6.5 (node v14.17.2)                            [90m│[39m
[90m│[39m Edition            [90m│[39m Community                                        [90m│[39m
[90m└────────────────────[39m[90m┴──────────────────────────────────────────────────┘[39m

 Actions available

Welcome back!
To manage your project 🚀, go to the administration panel at:
http://localhost:1337/admin

To access the server ⚡️, go to:
http://localhost:1337

[2021-07-30T19:56:42.499Z] debug GET /admin/users/me/permissions (67 ms) 200
[2021-07-30T19:56:42.800Z] debug GET /content-type-builder/components (57 ms) 200
[2021-07-30T19:56:42.947Z] debug GET /content-manager/content-types-settings (199 ms) 200
[2021-07-30T19:56:43.024Z] debug GET /content-type-builder/content-types (37 ms) 200
[2021-07-30T19:56:43.048Z] debug GET /content-type-builder/reserved-names (20 ms) 200
[2021-07-30T19:56:43.205Z] debug GET /content-manager/content-types (22 ms) 200
[2021-07-30T19:56:52.478Z] debug GET /content-manager/components (21 ms) 200
[2021-07-30T19:56:52.517Z] debug GET /content-manager/content-types (33 ms) 200
[2021-07-30T19:56:52.785Z] debug GET /content-manager/content-types/application::publication.publication/configuration (25 ms) 200
[2021-07-30T19:56:53.076Z] debug GET /content-manager/collection-types/application::publication.publication?page=1&pageSize=10&_sort=title:ASC (37 ms) 200
[2021-07-30T19:56:55.441Z] debug GET /content-manager/collection-types/application::publication.publication/1 (43 ms) 200
[2021-07-30T19:57:00.475Z] debug PUT /content-manager/collection-types/application::publication.publication/1 (112 ms) 200
[2021-07-30T19:57:02.689Z] debug GET /content-manager/collection-types/application::publication.publication?page=1&pageSize=10&_sort=title:ASC (62 ms) 200
[2021-07-30T19:57:04.861Z] debug GET /content-manager/collection-types/application::publication.publication/3 (67 ms) 200
[2021-07-30T19:57:09.365Z] debug PUT /content-manager/collection-types/application::publication.publication/3 (86 ms) 200
[2021-07-30T19:57:14.468Z] debug GET /publications (40 ms) 200
[2021-07-30T19:57:14.490Z] debug GET /clients (53 ms) 200
[2021-07-30T19:57:14.499Z] debug GET /blogs?_limit=5 (41 ms) 200
[2021-07-30T19:59:37.446Z] debug GET /publications (16 ms) 200
[2021-07-30T19:59:37.478Z] debug GET /blogs?_limit=5 (28 ms) 200
[2021-07-30T19:59:37.504Z] debug GET /clients (22 ms) 200
[2021-07-30T20:02:36.124Z] debug GET /publications (47 ms) 200
[2021-07-30T20:02:36.129Z] debug GET /blogs?_limit=5 (62 ms) 200
[2021-07-30T20:02:36.133Z] debug GET /clients (60 ms) 200
[2021-07-30T20:05:40.097Z] debug GET index.html (14 ms) 200
[2021-07-30T20:05:40.385Z] debug GET /assets/images/logo_login.png (4 ms) 200
[2021-07-30T20:05:42.075Z] debug GET /admin (1 ms) 200
[2021-07-30T20:05:42.328Z] debug GET /admin/runtime~main.d1293aad.js (2 ms) 200
[2021-07-30T20:05:42.550Z] debug GET /admin/main.20bcbb73.chunk.js (1 ms) 200
[2021-07-30T20:05:53.871Z] debug GET /admin/init (4 ms) 200
[2021-07-30T20:06:03.605Z] debug GET /admin/75614cfcfedd509b1f7ac1c26c53bb7f.woff2 (3 ms) 200
[2021-07-30T20:06:03.606Z] debug GET /admin/a6069540692725c247f13984a9598a92.woff2 (2 ms) 200
[2021-07-30T20:06:03.625Z] debug GET /admin/21b3848a32fce5b0f5014948186f6964.woff2 (1 ms) 200
[2021-07-30T20:06:03.630Z] debug GET /admin/07109cdae9f760e8d97c89788c9dc9df.png (3 ms) 200
[2021-07-30T20:06:03.632Z] debug GET /admin/842e7845f3f8e943ff712a39617b6b70.svg (1 ms) 200
[2021-07-30T20:06:26.413Z] debug POST /admin/login (150 ms) 200
[2021-07-30T20:06:26.700Z] debug GET /admin/information (27 ms) 200
[2021-07-30T20:06:26.962Z] debug GET /content-manager/content-types (53 ms) 200
[2021-07-30T20:06:27.037Z] debug GET /i18n/locales (116 ms) 200
[2021-07-30T20:06:27.365Z] debug GET /admin/users/me/permissions (69 ms) 200
[2021-07-30T20:06:27.661Z] debug GET /content-manager/components (44 ms) 200
[2021-07-30T20:06:27.727Z] debug GET /content-manager/content-types (97 ms) 200
[2021-07-30T20:06:27.756Z] debug GET /content-manager/content-types-settings (130 ms) 200
[2021-07-30T20:06:27.849Z] debug GET /admin/6d20cff5b3255dd0078f935c34e2b882.woff2 (1 ms) 200
[2021-07-30T20:06:27.853Z] debug GET /admin/ada6e6df937f7e5e8b790dfea07109b7.woff2 (2 ms) 200
[2021-07-30T20:06:27.900Z] debug GET /admin/0063b2cc64d976ac36f211442466d0ac.png (1 ms) 200
[2021-07-30T20:06:27.969Z] debug GET /admin/a4234d384f7c58f2f5f90cfb08cee1e1.png (1 ms) 200
[2021-07-30T20:06:27.978Z] debug GET /admin/f46a81c3d1d3a648af68cffd4d0bba1d.png (2 ms) 200
[2021-07-30T20:06:28.016Z] debug GET /admin/2fa5de8209723e8dc08c8aee4644da58.png (19 ms) 200
[2021-07-30T20:06:28.161Z] debug GET /content-manager/content-types (21 ms) 200
[2021-07-30T20:06:28.214Z] debug GET /admin/3dd22e0349b2d2a7b7c998ad0bdb03df.png (2 ms) 200
[2021-07-30T20:06:28.217Z] debug GET /admin/7b77ea7e971bd3774dac8db799dfcef7.png (2 ms) 200
[2021-07-30T20:06:28.270Z] debug GET /admin/f16ac9b228b18810dd7cd6313764c007.png (1 ms) 200
[2021-07-30T20:06:43.895Z] debug GET /content-manager/components (26 ms) 200
[2021-07-30T20:06:43.931Z] debug GET /content-manager/content-types (33 ms) 200
[2021-07-30T20:06:44.208Z] debug GET /content-manager/content-types/application::publication.publication/configuration (39 ms) 200
[2021-07-30T20:06:44.536Z] debug GET /content-manager/collection-types/application::publication.publication?page=1&pageSize=10&_sort=title:ASC (37 ms) 200
[2021-07-30T20:06:55.399Z] debug GET /content-manager/collection-types/application::publication.publication/1 (35 ms) 200
[2021-07-30T20:07:04.072Z] debug GET /admin/plugins/content-manager/collectionType/application::publication.publication/2 (1 ms) 200
[2021-07-30T20:07:04.324Z] debug GET /admin/runtime~main.d1293aad.js (1 ms) 200
[2021-07-30T20:07:04.541Z] debug GET /admin/main.20bcbb73.chunk.js (1 ms) 200
[2021-07-30T20:07:14.516Z] debug POST /admin/renew-token (47 ms) 200
[2021-07-30T20:07:14.741Z] debug GET /admin/init (25 ms) 200
[2021-07-30T20:07:15.180Z] debug GET /content-manager/content-types (41 ms) 200
[2021-07-30T20:07:15.213Z] debug GET /admin/information (56 ms) 200
[2021-07-30T20:07:15.362Z] debug GET /admin/75614cfcfedd509b1f7ac1c26c53bb7f.woff2 (1 ms) 200
[2021-07-30T20:07:15.430Z] debug GET /i18n/locales (35 ms) 200
[2021-07-30T20:07:15.715Z] debug GET /admin/users/me/permissions (34 ms) 200
[2021-07-30T20:07:15.996Z] debug GET /content-manager/content-types (31 ms) 200
[2021-07-30T20:07:16.028Z] debug GET /content-manager/components (30 ms) 200
[2021-07-30T20:07:16.084Z] debug GET /content-manager/content-types-settings (82 ms) 200
[2021-07-30T20:07:16.195Z] debug GET /admin/a6069540692725c247f13984a9598a92.woff2 (6 ms) 200
[2021-07-30T20:07:16.222Z] debug GET /admin/21b3848a32fce5b0f5014948186f6964.woff2 (1 ms) 200
[2021-07-30T20:07:16.385Z] debug GET /content-manager/content-types/application::publication.publication/configuration (117 ms) 200
[2021-07-30T20:07:16.406Z] debug GET /content-manager/content-types (26 ms) 200
[2021-07-30T20:07:16.668Z] debug GET /content-manager/collection-types/application::publication.publication/2 (26 ms) 200
[2021-07-30T20:07:16.699Z] debug GET /content-manager/collection-types/application::publication.publication/2 (29 ms) 200
[2021-07-30T20:07:25.750Z] debug PUT /content-manager/collection-types/application::publication.publication/2 (80 ms) 200
[2021-07-30T20:07:36.452Z] debug GET /admin/plugins/content-manager/collectionType/application::publication.publication/3 (2 ms) 200
[2021-07-30T20:07:37.291Z] debug POST /admin/renew-token (28 ms) 200
[2021-07-30T20:07:37.311Z] debug GET /admin/init (38 ms) 200
[2021-07-30T20:07:37.734Z] debug GET /content-manager/content-types (29 ms) 200
[2021-07-30T20:07:37.750Z] debug GET /admin/information (38 ms) 200
[2021-07-30T20:07:37.988Z] debug GET /i18n/locales (47 ms) 200
[2021-07-30T20:07:38.274Z] debug GET /admin/users/me/permissions (40 ms) 200
[2021-07-30T20:07:38.560Z] debug GET /content-manager/content-types (29 ms) 200
[2021-07-30T20:07:38.641Z] debug GET /content-manager/components (101 ms) 200
[2021-07-30T20:07:38.659Z] debug GET /content-manager/content-types-settings (124 ms) 200
[2021-07-30T20:07:38.752Z] debug GET /admin/6d20cff5b3255dd0078f935c34e2b882.woff2 (1 ms) 200
[2021-07-30T20:07:38.771Z] debug GET /admin/ada6e6df937f7e5e8b790dfea07109b7.woff2 (1 ms) 200
[2021-07-30T20:07:38.785Z] debug GET /admin/0063b2cc64d976ac36f211442466d0ac.png (1 ms) 200
[2021-07-30T20:07:38.958Z] debug GET /content-manager/content-types/application::publication.publication/configuration (73 ms) 200
[2021-07-30T20:07:39.025Z] debug GET /content-manager/content-types (89 ms) 200
[2021-07-30T20:07:39.256Z] debug GET /content-manager/collection-types/application::publication.publication/3 (43 ms) 200
[2021-07-30T20:07:39.304Z] debug GET /content-manager/collection-types/application::publication.publication/3 (25 ms) 200
[2021-07-30T20:08:06.900Z] debug GET /publications (27 ms) 200
[2021-07-30T20:08:06.927Z] debug GET /blogs?_limit=5 (45 ms) 200
[2021-07-30T20:08:06.931Z] debug GET /clients (44 ms) 200
[2021-07-30T20:08:18.177Z] debug GET /publications (23 ms) 200
[2021-07-30T20:08:18.220Z] debug GET /blogs?_limit=5 (53 ms) 200
[2021-07-30T20:08:18.223Z] debug GET /clients (50 ms) 200
[2021-07-30T20:08:28.908Z] debug GET /admin/plugins/content-manager/collectionType/application::publication.publication/4 (2 ms) 200
[2021-07-30T20:08:29.262Z] debug GET /admin/runtime~main.d1293aad.js (1 ms) 200
[2021-07-30T20:08:29.411Z] debug GET /admin/main.20bcbb73.chunk.js (3 ms) 200
[2021-07-30T20:08:37.858Z] debug POST /admin/renew-token (30 ms) 200
[2021-07-30T20:08:37.886Z] debug GET /admin/init (48 ms) 200
[2021-07-30T20:08:38.311Z] debug GET /content-manager/content-types (38 ms) 200
[2021-07-30T20:08:38.327Z] debug GET /admin/information (47 ms) 200
[2021-07-30T20:08:38.489Z] debug GET /admin/75614cfcfedd509b1f7ac1c26c53bb7f.woff2 (1 ms) 200
[2021-07-30T20:08:38.532Z] debug GET /i18n/locales (23 ms) 200
[2021-07-30T20:08:38.803Z] debug GET /admin/users/me/permissions (26 ms) 200
[2021-07-30T20:08:39.130Z] debug GET /content-manager/content-types (64 ms) 200
[2021-07-30T20:08:39.150Z] debug GET /content-manager/content-types-settings (88 ms) 200
[2021-07-30T20:08:39.162Z] debug GET /content-manager/components (90 ms) 200
[2021-07-30T20:08:39.305Z] debug GET /admin/6d20cff5b3255dd0078f935c34e2b882.woff2 (1 ms) 200
[2021-07-30T20:08:39.308Z] debug GET /admin/a6069540692725c247f13984a9598a92.woff2 (0 ms) 200
[2021-07-30T20:08:39.363Z] debug GET /admin/ada6e6df937f7e5e8b790dfea07109b7.woff2 (2 ms) 200
[2021-07-30T20:08:39.393Z] debug GET /admin/21b3848a32fce5b0f5014948186f6964.woff2 (1 ms) 200
[2021-07-30T20:08:39.452Z] debug GET /content-manager/content-types (18 ms) 200
[2021-07-30T20:08:39.586Z] debug GET /content-manager/content-types/application::publication.publication/configuration (113 ms) 200
[2021-07-30T20:08:39.703Z] debug GET /admin/0063b2cc64d976ac36f211442466d0ac.png (2 ms) 200
[2021-07-30T20:08:39.842Z] debug GET /content-manager/collection-types/application::publication.publication/4 (24 ms) 200
[2021-07-30T20:08:46.462Z] debug PUT /content-manager/collection-types/application::publication.publication/4 (72 ms) 200
[2021-07-30T20:08:53.605Z] debug GET /publications (44 ms) 200
[2021-07-30T20:08:53.620Z] debug GET /clients (48 ms) 200
[2021-07-30T20:08:53.625Z] debug GET /blogs?_limit=5 (45 ms) 200
[2021-07-30T20:10:46.196Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (26 ms) 200
[2021-07-30T20:10:46.524Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (38 ms) 200
[2021-07-30T20:10:49.359Z] debug GET /content-manager/collection-types/application::blogs.blogs/1 (34 ms) 200
[2021-07-30T20:10:57.218Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (34 ms) 200
[2021-07-30T20:10:59.129Z] debug GET /content-manager/collection-types/application::blogs.blogs/3 (33 ms) 200
[2021-07-30T20:11:05.275Z] debug PUT /content-manager/collection-types/application::blogs.blogs/3 (104 ms) 200
[2021-07-30T20:11:10.835Z] debug GET /publications (11 ms) 200
[2021-07-30T20:11:10.879Z] debug GET /clients (34 ms) 200
[2021-07-30T20:11:10.883Z] debug GET /blogs?_limit=5 (32 ms) 200
[2021-07-30T20:25:02.449Z] debug GET /publications (25 ms) 200
[2021-07-30T20:25:02.475Z] debug GET /clients (41 ms) 200
[2021-07-30T20:25:02.485Z] debug GET /blogs?_limit=5 (40 ms) 200
[2021-07-30T20:25:14.345Z] debug GET /publications (35 ms) 200
[2021-07-30T20:25:14.356Z] debug GET /clients (41 ms) 200
[2021-07-30T20:25:14.364Z] debug GET /blogs?_limit=5 (39 ms) 200
[2021-07-30T20:25:15.009Z] debug GET /publications (36 ms) 200
[2021-07-30T20:25:15.014Z] debug GET /clients (48 ms) 200
[2021-07-30T20:25:15.018Z] debug GET /blogs?_limit=5 (49 ms) 200
[2021-07-30T20:25:18.436Z] debug GET /publications (39 ms) 200
[2021-07-30T20:25:18.456Z] debug GET /clients (55 ms) 200
[2021-07-30T20:25:18.461Z] debug GET /blogs?_limit=5 (56 ms) 200
[2021-07-30T20:25:23.306Z] debug GET /publications (63 ms) 200
[2021-07-30T20:25:23.310Z] debug GET /clients (75 ms) 200
[2021-07-30T20:25:23.314Z] debug GET /blogs?_limit=5 (75 ms) 200
[2021-07-30T20:41:01.377Z] debug GET /publications (34 ms) 200
[2021-07-30T20:41:01.392Z] debug GET /clients (43 ms) 200
[2021-07-30T20:41:01.396Z] debug GET /blogs?_limit=5 (42 ms) 200
[2021-07-30T20:41:06.271Z] debug GET /publications (36 ms) 200
[2021-07-30T20:41:06.278Z] debug GET /blogs?_limit=5 (48 ms) 200
[2021-07-30T20:41:06.320Z] debug GET /clients (82 ms) 200
[2021-07-30T20:41:21.172Z] debug GET /publications (41 ms) 200
[2021-07-30T20:41:21.193Z] debug GET /clients (68 ms) 200
[2021-07-30T20:41:21.202Z] debug GET /blogs?_limit=5 (62 ms) 200
[2021-07-30T20:41:59.900Z] debug GET /publications (28 ms) 200
[2021-07-30T20:41:59.938Z] debug GET /clients (51 ms) 200
[2021-07-30T20:41:59.943Z] debug GET /blogs?_limit=5 (51 ms) 200
[2021-07-31T05:20:33.490Z] debug GET /publications (40 ms) 200
[2021-07-31T05:20:33.494Z] debug GET /clients (49 ms) 200
[2021-07-31T05:20:33.502Z] debug GET /blogs?_limit=5 (43 ms) 200
[2021-07-31T06:30:53.307Z] debug GET index.html (15 ms) 200
[2021-07-31T06:30:53.359Z] debug GET index.html (12 ms) 200
[2021-07-31T09:30:18.055Z] debug GET /publications (13 ms) 200
[2021-07-31T09:30:18.095Z] debug GET /blogs?_limit=5 (31 ms) 200
[2021-07-31T09:30:18.102Z] debug GET /clients (31 ms) 200
[2021-07-31T09:32:10.733Z] debug GET /publications (29 ms) 200
[2021-07-31T09:32:10.760Z] debug GET /clients (47 ms) 200
[2021-07-31T09:32:10.765Z] debug GET /blogs?_limit=5 (45 ms) 200
[2021-07-31T09:43:44.197Z] debug GET /publications (15 ms) 200
[2021-07-31T09:43:44.219Z] debug GET /clients (15 ms) 200
[2021-07-31T09:43:44.285Z] debug GET /blogs?_limit=5 (20 ms) 200
[2021-07-31T10:00:01.458Z] debug GET /publications (44 ms) 200
[2021-07-31T10:00:01.471Z] debug GET /clients (50 ms) 200
[2021-07-31T10:00:01.479Z] debug GET /blogs?_limit=5 (53 ms) 200
[2021-07-31T13:06:38.879Z] debug GET /publications (46 ms) 200
[2021-07-31T13:06:38.901Z] debug GET /blogs?_limit=5 (62 ms) 200
[2021-07-31T13:06:38.907Z] debug GET /clients (64 ms) 200
[2021-07-31T13:59:55.941Z] debug GET /publications (35 ms) 200
[2021-07-31T13:59:55.951Z] debug GET /clients (39 ms) 200
[2021-07-31T13:59:55.960Z] debug GET /blogs?_limit=5 (38 ms) 200
[2021-07-31T14:10:32.358Z] debug GET /publications (42 ms) 200
[2021-07-31T14:10:32.369Z] debug GET /clients (47 ms) 200
[2021-07-31T14:10:32.375Z] debug GET /blogs?_limit=5 (50 ms) 200
[2021-07-31T14:10:53.003Z] debug GET /publications (14 ms) 200
[2021-07-31T14:10:53.241Z] debug GET /clients (17 ms) 200
[2021-07-31T14:10:53.286Z] debug GET /blogs?_limit=5 (17 ms) 200
[2021-07-31T14:11:19.671Z] debug GET /publications (38 ms) 200
[2021-07-31T14:11:19.675Z] debug GET /clients (53 ms) 200
[2021-07-31T14:11:19.683Z] debug GET /blogs?_limit=5 (45 ms) 200
[2021-07-31T14:17:11.538Z] debug GET /publications (16 ms) 200
[2021-07-31T14:17:11.584Z] debug GET /blogs?_limit=5 (32 ms) 200
[2021-07-31T14:17:11.588Z] debug GET /clients (32 ms) 200
[2021-07-31T14:20:04.000Z] debug GET /publications (14 ms) 200
[2021-07-31T14:20:04.036Z] debug GET /clients (33 ms) 200
[2021-07-31T14:20:04.040Z] debug GET /blogs?_limit=5 (32 ms) 200
[2021-07-31T14:20:29.681Z] debug GET /publications (28 ms) 200
[2021-07-31T14:20:29.699Z] debug GET /clients (39 ms) 200
[2021-07-31T14:20:29.707Z] debug GET /blogs?_limit=5 (37 ms) 200
[2021-07-31T14:25:00.675Z] debug GET /publications (36 ms) 200
[2021-07-31T14:25:00.681Z] debug GET /blogs?_limit=5 (52 ms) 200
[2021-07-31T14:25:00.685Z] debug GET /clients (49 ms) 200
[2021-07-31T14:27:33.796Z] debug GET /publications (123 ms) 200
[2021-07-31T14:27:33.823Z] debug GET /clients (141 ms) 200
[2021-07-31T14:27:33.828Z] debug GET /blogs?_limit=5 (139 ms) 200
[2021-07-31T14:27:35.092Z] debug GET /publications (40 ms) 200
[2021-07-31T14:27:35.127Z] debug GET /blogs?_limit=5 (71 ms) 200
[2021-07-31T14:27:35.133Z] debug GET /clients (74 ms) 200
[2021-07-31T14:27:44.797Z] debug GET /blogs?_limit=5 (48 ms) 200
[2021-07-31T14:27:44.801Z] debug GET /publications (38 ms) 200
[2021-07-31T14:27:44.804Z] debug GET /clients (47 ms) 200
[2021-07-31T14:27:47.490Z] debug GET /publications (35 ms) 200
[2021-07-31T14:27:47.498Z] debug GET /blogs?_limit=5 (47 ms) 200
[2021-07-31T14:27:47.502Z] debug GET /clients (43 ms) 200
[2021-07-31T14:28:18.561Z] debug GET /publications (16 ms) 200
[2021-07-31T14:28:18.809Z] debug GET /clients (22 ms) 200
[2021-07-31T14:28:18.830Z] debug GET /blogs?_limit=5 (17 ms) 200
[2021-07-31T14:28:26.405Z] debug GET /publications (36 ms) 200
[2021-07-31T14:28:26.422Z] debug GET /blogs?_limit=5 (45 ms) 200
[2021-07-31T14:28:26.426Z] debug GET /clients (45 ms) 200
[2021-07-31T14:30:19.922Z] debug GET /publications (45 ms) 200
[2021-07-31T14:30:19.935Z] debug GET /blogs?_limit=5 (50 ms) 200
[2021-07-31T14:30:19.939Z] debug GET /clients (50 ms) 200
[2021-07-31T14:30:21.002Z] debug GET /publications (35 ms) 200
[2021-07-31T14:30:21.010Z] debug GET /clients (47 ms) 200
