
 Project information

[90m┌────────────────────[39m[90m┬──────────────────────────────────────────────────┐[39m
[90m│[39m Time               [90m│[39m Mon Nov 29 2021 08:01:57 GMT+0000 (Coordinated … [90m│[39m
[90m│[39m Launched in        [90m│[39m 6349 ms                                          [90m│[39m
[90m│[39m Environment        [90m│[39m development                                      [90m│[39m
[90m│[39m Process PID        [90m│[39m 12660                                            [90m│[39m
[90m│[39m Version            [90m│[39m 3.6.6 (node v14.17.2)                            [90m│[39m
[90m│[39m Edition            [90m│[39m Community                                        [90m│[39m
[90m└────────────────────[39m[90m┴──────────────────────────────────────────────────┘[39m

 Actions available

Welcome back!
To manage your project 🚀, go to the administration panel at:
http://localhost:1337/admin

To access the server ⚡️, go to:
http://localhost:1337

[2021-11-29T13:42:55.601Z] debug PUT /content-manager/collection-types/application::teams.teams/3 (87 ms) 200
[2021-11-29T13:42:59.329Z] debug GET /content-manager/collection-types/application::teams.teams?page=1&pageSize=10&_sort=name:ASC (37 ms) 200
[2021-11-29T13:43:03.751Z] debug GET /content-manager/collection-types/application::teams.teams/8 (34 ms) 200
[2021-11-29T13:43:07.269Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at%3ADESC (28 ms) 200
[2021-11-29T13:43:07.541Z] debug GET /upload/files/count? (56 ms) 200
[2021-11-29T13:43:12.431Z] debug PUT /content-manager/collection-types/application::teams.teams/8 (109 ms) 200
[2021-11-29T13:43:17.070Z] debug GET /content-manager/content-types/plugins::users-permissions.user/configuration (35 ms) 200
[2021-11-29T13:43:17.374Z] debug GET /content-manager/collection-types/plugins::users-permissions.user?page=1&pageSize=10&_sort=username:ASC (44 ms) 200
[2021-11-29T13:43:17.870Z] debug GET /content-manager/collection-types/application::teams.teams?page=1&pageSize=10&_sort=name:ASC (49 ms) 200
[2021-11-29T13:43:20.122Z] debug GET /content-manager/collection-types/application::teams.teams/7 (48 ms) 200
[2021-11-29T13:43:25.579Z] debug GET /upload/files/count? (40 ms) 200
[2021-11-29T13:43:25.604Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at%3ADESC (27 ms) 200
[2021-11-29T13:43:33.434Z] debug PUT /content-manager/collection-types/application::teams.teams/7 (95 ms) 200
[2021-11-29T13:43:35.877Z] debug GET /content-manager/collection-types/application::teams.teams?page=1&pageSize=10&_sort=name:ASC (32 ms) 200
[2021-11-29T13:43:42.533Z] debug GET /stories?year_in=2014&year_in=2015&year_in=2016 (17 ms) 200
[2021-11-29T13:43:42.567Z] debug GET /teams?_sort=created_at:asc&_limit=5 (18 ms) 200
[2021-11-29T13:43:55.242Z] debug GET /content-manager/content-types/application::story.story/configuration (56 ms) 200
[2021-11-29T13:43:55.559Z] debug GET /content-manager/collection-types/application::story.story?page=1&pageSize=10&_sort=year:ASC (63 ms) 200
[2021-11-29T13:44:03.028Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (49 ms) 200
[2021-11-29T13:44:09.016Z] debug GET /content-manager/collection-types/application::blogs.blogs/2 (68 ms) 200
[2021-11-29T13:45:28.849Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (94 ms) 200
[2021-11-29T13:45:28.852Z] debug GET /upload/files/count? (85 ms) 200
[2021-11-29T13:45:42.378Z] debug POST /upload (1966 ms) 200
[2021-11-29T13:45:42.407Z] debug POST /upload (1990 ms) 200
[2021-11-29T13:45:42.564Z] debug POST /upload (2109 ms) 200
[2021-11-29T13:45:43.663Z] debug GET /upload/files/count? (24 ms) 200
[2021-11-29T13:45:43.700Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (30 ms) 200
[2021-11-29T13:46:07.930Z] debug POST /upload (1674 ms) 200
[2021-11-29T13:46:08.498Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (26 ms) 200
[2021-11-29T13:46:08.746Z] debug GET /upload/files/count? (46 ms) 200
[2021-11-29T13:46:09.195Z] debug GET /content-manager/components (32 ms) 200
[2021-11-29T13:46:09.240Z] debug GET /content-manager/content-types (73 ms) 200
[2021-11-29T13:46:09.507Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (28 ms) 200
[2021-11-29T13:46:09.789Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (40 ms) 200
[2021-11-29T13:46:11.519Z] debug GET /content-manager/collection-types/application::blogs.blogs/2 (34 ms) 200
[2021-11-29T13:46:14.782Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at%3ADESC (30 ms) 200
[2021-11-29T13:46:14.993Z] debug GET /upload/files/count? (27 ms) 200
[2021-11-29T13:46:22.837Z] debug PUT /content-manager/collection-types/application::blogs.blogs/2 (111 ms) 200
[2021-11-29T13:46:23.964Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (32 ms) 200
[2021-11-29T13:46:26.643Z] debug GET /content-manager/collection-types/application::blogs.blogs/1 (53 ms) 200
[2021-11-29T13:46:31.964Z] debug GET /upload/files/count? (28 ms) 200
[2021-11-29T13:46:32.159Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at%3ADESC (38 ms) 200
[2021-11-29T13:46:37.734Z] debug PUT /content-manager/collection-types/application::blogs.blogs/1 (114 ms) 200
[2021-11-29T13:46:39.314Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (31 ms) 200
[2021-11-29T13:46:41.578Z] debug GET /content-manager/collection-types/application::blogs.blogs/4 (117 ms) 200
[2021-11-29T13:46:45.086Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at%3ADESC (28 ms) 200
[2021-11-29T13:46:45.304Z] debug GET /upload/files/count? (33 ms) 200
[2021-11-29T13:46:49.504Z] debug PUT /content-manager/collection-types/application::blogs.blogs/4 (96 ms) 200
[2021-11-29T13:46:50.933Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (37 ms) 200
[2021-11-29T13:46:52.684Z] debug GET /content-manager/collection-types/application::blogs.blogs/3 (30 ms) 200
[2021-11-29T13:46:55.727Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at%3ADESC (24 ms) 200
[2021-11-29T13:46:55.946Z] debug GET /upload/files/count? (20 ms) 200
[2021-11-29T13:47:01.547Z] debug PUT /content-manager/collection-types/application::blogs.blogs/3 (88 ms) 200
[2021-11-29T13:47:07.852Z] debug GET /videos?type_eq=Shonit (11 ms) 404
[2021-11-29T13:47:07.874Z] debug GET /videos?type_eq=Presentation (15 ms) 404
[2021-11-29T13:47:07.875Z] debug GET /videos?type_eq=Shrava (11 ms) 404
[2021-11-29T13:47:07.915Z] debug GET /publications?_sort=updated_at:desc&_limit=10 (53 ms) 200
[2021-11-29T13:47:07.929Z] debug GET /clients (63 ms) 200
[2021-11-29T13:47:07.936Z] debug GET /blogs?_limit=5 (39 ms) 200
[2021-11-29T13:48:13.900Z] debug GET /content-manager/content-types/application::clients.clients/configuration (30 ms) 200
[2021-11-29T13:48:14.206Z] debug GET /content-manager/collection-types/application::clients.clients?page=1&pageSize=10&_sort=Username:ASC (34 ms) 200
[2021-11-29T13:48:16.927Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (29 ms) 200
[2021-11-29T13:48:17.183Z] debug GET /upload/files/count? (32 ms) 200
[2021-11-29T13:48:34.053Z] debug POST /upload (140 ms) 200
[2021-11-29T13:48:34.303Z] debug POST /upload (343 ms) 200
[2021-11-29T13:48:34.872Z] debug GET /upload/files/count? (25 ms) 200
[2021-11-29T13:48:34.895Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (26 ms) 200
[2021-11-29T13:48:37.005Z] debug GET /content-manager/content-types (30 ms) 200
[2021-11-29T13:48:37.028Z] debug GET /content-manager/components (20 ms) 200
[2021-11-29T13:48:37.298Z] debug GET /content-manager/content-types/application::clients.clients/configuration (21 ms) 200
[2021-11-29T13:48:37.676Z] debug GET /content-manager/collection-types/application::clients.clients?page=1&pageSize=10&_sort=Username:ASC (107 ms) 200
[2021-11-29T13:48:39.591Z] debug GET /content-manager/collection-types/application::clients.clients/1 (29 ms) 200
[2021-11-29T13:48:43.039Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at%3ADESC (23 ms) 200
[2021-11-29T13:48:43.280Z] debug GET /upload/files/count? (20 ms) 200
[2021-11-29T13:48:47.155Z] debug PUT /content-manager/collection-types/application::clients.clients/1 (90 ms) 200
[2021-11-29T13:48:50.810Z] debug GET /content-manager/collection-types/application::clients.clients?page=1&pageSize=10&_sort=Username:ASC (37 ms) 200
[2021-11-29T13:48:53.205Z] debug GET /content-manager/collection-types/application::clients.clients/2 (30 ms) 200
[2021-11-29T13:48:56.089Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at%3ADESC (34 ms) 200
[2021-11-29T13:48:56.307Z] debug GET /upload/files/count? (21 ms) 200
[2021-11-29T13:49:01.870Z] debug PUT /content-manager/collection-types/application::clients.clients/2 (84 ms) 200
[2021-11-29T13:49:07.485Z] debug GET /videos?type_eq=Presentation (2 ms) 404
[2021-11-29T13:49:07.492Z] debug GET /videos?type_eq=Shrava (5 ms) 404
[2021-11-29T13:49:07.493Z] debug GET /videos?type_eq=Shonit (2 ms) 404
[2021-11-29T13:49:07.526Z] debug GET /publications?_sort=updated_at:desc&_limit=10 (30 ms) 200
[2021-11-29T13:49:07.539Z] debug GET /blogs?_limit=5 (38 ms) 200
[2021-11-29T13:49:07.541Z] debug GET /clients (35 ms) 200
[2021-11-29T13:51:48.880Z] debug GET /faqs?type_eq=general&_limit=5 (15 ms) 200
[2021-11-29T13:51:49.144Z] debug GET /faqs/count?type_eq=general (9 ms) 200
[2021-11-29T13:52:00.331Z] debug GET /openings (21 ms) 200
[2021-11-29T13:52:00.370Z] debug GET /teams?_sort=created_at:asc&_limit=5 (19 ms) 200
[2021-11-29T13:52:23.803Z] debug GET /blogs?_limit=10 (24 ms) 200
[2021-11-29T13:52:31.174Z] debug GET /publications?_sort=updated_at:desc&_limit=6&publish_at_gte=2021-01-01&publish_at_lte=2021-12-31 (12 ms) 200
[2021-11-29T13:52:31.451Z] debug GET /publications/count?publish_at_gte=2021-01-01&publish_at_lte=2021-12-31 (7 ms) 200
[2021-11-29T13:52:39.979Z] debug GET /videos?type_eq=Shrava (2 ms) 404
[2021-11-29T13:52:39.983Z] debug GET /clients (19 ms) 200
[2021-11-29T13:53:00.827Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (33 ms) 200
[2021-11-29T13:53:00.866Z] debug GET /upload/files/count? (44 ms) 200
[2021-11-29T13:53:05.623Z] debug GET /upload/files/count? (23 ms) 200
[2021-11-29T13:53:05.779Z] debug GET /upload/files?_limit=100&_start=0&_sort=updated_at:DESC (159 ms) 200
[2021-11-29T13:53:06.616Z] debug GET /admin/plugins/https://sigtuple2021.s3.us-east-2.amazonaws.com/shonit_v6_3973953af0.mp4 (2 ms) 200
[2021-11-29T13:53:06.631Z] debug GET /admin/plugins/https://sigtuple2021.s3.us-east-2.amazonaws.com/shrava_v6_98703790b1.mp4 (1 ms) 200
[2021-11-29T13:53:06.835Z] debug GET /admin/plugins/https://sigtuple2021.s3.us-east-2.amazonaws.com/video_3a3b78ffb1.mp4 (1 ms) 200
[2021-11-29T13:53:06.841Z] debug GET /admin/plugins/https://sigtuple2021.s3.us-east-2.amazonaws.com/VID_20210818_WA_0001_e10ebd9926.mp4 (4 ms) 200
[2021-11-29T13:53:06.845Z] debug GET /admin/plugins/https://sigtuple2021.s3.us-east-2.amazonaws.com/shonit_v4_1efa00206a.mp4 (1 ms) 200
[2021-11-29T13:54:09.958Z] debug GET /videos?type_eq=Shonit (6 ms) 404
[2021-11-29T13:54:09.962Z] debug GET /videos?type_eq=Presentation (1 ms) 404
[2021-11-29T13:54:09.979Z] debug GET /videos?type_eq=Shrava (6 ms) 404
[2021-11-29T13:54:10.014Z] debug GET /publications?_sort=updated_at:desc&_limit=10 (43 ms) 200
[2021-11-29T13:54:10.022Z] debug GET /blogs?_limit=5 (58 ms) 200
[2021-11-29T13:54:10.027Z] debug GET /clients (52 ms) 200
[2021-11-29T13:54:12.729Z] debug GET /videos?type_eq=Presentation (52 ms) 404
[2021-11-29T13:54:12.748Z] debug GET /videos?type_eq=Shonit (61 ms) 404
[2021-11-29T13:54:12.752Z] debug GET /videos?type_eq=Shrava (52 ms) 404
[2021-11-29T13:54:12.809Z] debug GET /publications?_sort=updated_at:desc&_limit=10 (100 ms) 200
[2021-11-29T13:54:12.813Z] debug GET /clients (153 ms) 200
[2021-11-29T13:54:12.816Z] debug GET /blogs?_limit=5 (112 ms) 200
[2021-11-29T13:56:43.735Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (35 ms) 200
[2021-11-29T13:56:43.755Z] debug GET /upload/files/count? (25 ms) 200
[2021-11-29T13:58:17.285Z] debug GET /videos?type_eq=Presentation (1 ms) 404
[2021-11-29T13:58:17.300Z] debug GET /videos?type_eq=Shrava (2 ms) 404
[2021-11-29T13:58:17.303Z] debug GET /videos?type_eq=Shonit (1 ms) 404
[2021-11-29T13:58:17.335Z] debug GET /publications?_sort=updated_at:desc&_limit=10 (18 ms) 200
[2021-11-29T13:58:17.350Z] debug GET /clients (19 ms) 200
[2021-11-29T13:58:17.373Z] debug GET /blogs?_limit=5 (17 ms) 200
[2021-11-29T13:59:38.658Z] debug GET /content-manager/components (24 ms) 200
[2021-11-29T13:59:38.703Z] debug GET /content-manager/content-types (22 ms) 200
[2021-11-29T13:59:39.028Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (58 ms) 200
[2021-11-29T13:59:39.341Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (39 ms) 200
[2021-11-29T14:00:24.672Z] debug GET /content-type-builder/components (26 ms) 200
[2021-11-29T14:00:24.871Z] debug GET /content-type-builder/content-types (22 ms) 200
[2021-11-29T14:00:24.910Z] debug GET /content-type-builder/reserved-names (31 ms) 200
[2021-11-29T14:00:25.178Z] debug GET /admin/0.1e34b9c4.chunk.js (2 ms) 200
[2021-11-29T14:00:35.537Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (33 ms) 200
[2021-11-29T14:00:35.557Z] debug GET /upload/files/count? (26 ms) 200
[2021-11-29T14:00:36.630Z] debug GET /content-type-builder/components (24 ms) 200
[2021-11-29T14:00:36.648Z] debug GET /content-type-builder/content-types (33 ms) 200
[2021-11-29T14:00:36.910Z] debug GET /content-type-builder/reserved-names (27 ms) 200
[2021-11-29T14:00:42.466Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (41 ms) 200
[2021-11-29T14:00:42.486Z] debug GET /upload/files/count? (49 ms) 200
[2021-11-29T14:00:44.025Z] debug GET /content-type-builder/components (37 ms) 200
[2021-11-29T14:00:44.040Z] debug GET /content-type-builder/content-types (48 ms) 200
[2021-11-29T14:00:44.233Z] debug GET /content-type-builder/reserved-names (21 ms) 200
[2021-11-29T14:00:56.318Z] debug GET /admin/6fa99a613e49ef745181ae511992bf0d.svg (2 ms) 200
[2021-11-29T14:00:56.321Z] debug GET /admin/e4202ad0171c05cbfd1e670ab43c94bc.svg (1 ms) 200
[2021-11-29T14:00:56.329Z] debug GET /admin/3478e10587b6b6437ee3158ec9cbd731.svg (1 ms) 200
[2021-11-29T14:00:56.332Z] debug GET /admin/0ead657ede622c3ce55f2a36c25573a3.svg (1 ms) 200
[2021-11-29T14:00:56.345Z] debug GET /admin/3b67ff56ed70db100e6a5d8810931de4.svg (0 ms) 200
[2021-11-29T14:00:56.351Z] debug GET /admin/139c7787110de0342b38be458f356d97.svg (1 ms) 200
[2021-11-29T14:01:12.083Z] debug GET /content-type-builder/components (23 ms) 200
[2021-11-29T14:01:12.107Z] debug GET /content-type-builder/content-types (21 ms) 200
[2021-11-29T14:01:12.160Z] debug GET /content-type-builder/reserved-names (20 ms) 200
[2021-11-29T14:01:30.733Z] debug GET /upload/settings (36 ms) 200
[2021-11-29T14:01:32.147Z] debug GET /i18n/iso-locales (20 ms) 200
[2021-11-29T14:01:32.388Z] debug GET /i18n/locales (24 ms) 200
[2021-11-29T14:01:34.402Z] debug GET /upload/settings (21 ms) 200
[2021-11-29T14:01:39.686Z] debug GET /content-type-builder/content-types (22 ms) 200
[2021-11-29T14:01:39.709Z] debug GET /content-type-builder/reserved-names (36 ms) 200
[2021-11-29T14:01:39.882Z] debug GET /content-type-builder/components (30 ms) 200
[2021-11-29T14:02:35.410Z] debug GET /content-manager/components (37 ms) 200
[2021-11-29T14:02:35.431Z] debug GET /content-manager/content-types (47 ms) 200
[2021-11-29T14:02:35.725Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (22 ms) 200
[2021-11-29T14:02:36.003Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (33 ms) 200
[2021-11-29T14:02:38.309Z] debug GET /content-type-builder/content-types (30 ms) 200
[2021-11-29T14:02:38.322Z] debug GET /content-type-builder/components (39 ms) 200
[2021-11-29T14:02:38.533Z] debug GET /content-type-builder/reserved-names (19 ms) 200
[2021-11-29T14:02:42.563Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (30 ms) 200
[2021-11-29T14:02:42.601Z] debug GET /upload/files/count? (59 ms) 200
[2021-11-29T14:02:44.558Z] debug GET /admin/92bd5c4c3a273ceae0d3f5d96e1ed052.png (1 ms) 200
[2021-11-29T14:02:56.344Z] debug GET /users-permissions/roles (29 ms) 200
[2021-11-29T14:03:00.932Z] debug GET /users-permissions/permissions (21 ms) 200
[2021-11-29T14:03:01.194Z] debug GET /users-permissions/routes (52 ms) 200
[2021-11-29T14:03:01.233Z] debug GET /users-permissions/policies (36 ms) 200
[2021-11-29T14:03:01.389Z] debug GET /users-permissions/roles/1 (187 ms) 200
[2021-11-29T14:03:09.409Z] debug GET /admin/users?pageSize=10&page=1&_sort=firstname%3AASC (29 ms) 200
[2021-11-29T14:03:16.877Z] debug GET /upload/settings (26 ms) 200
[2021-11-29T14:03:32.428Z] debug GET /content-manager/content-types (35 ms) 200
[2021-11-29T14:03:32.448Z] debug GET /content-manager/components (50 ms) 200
[2021-11-29T14:03:32.712Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (28 ms) 200
[2021-11-29T14:03:32.989Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (35 ms) 200
[2021-11-29T14:03:33.642Z] debug GET /content-type-builder/components (45 ms) 200
[2021-11-29T14:03:33.657Z] debug GET /content-type-builder/content-types (56 ms) 200
[2021-11-29T14:03:33.866Z] debug GET /content-type-builder/reserved-names (20 ms) 200
[2021-11-29T14:03:44.700Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (35 ms) 200
[2021-11-29T14:03:44.738Z] debug GET /upload/files/count? (63 ms) 200
[2021-11-29T14:03:53.230Z] debug GET /upload/settings (26 ms) 200
[2021-11-29T14:03:54.886Z] debug GET /i18n/iso-locales (21 ms) 200
[2021-11-29T14:03:55.142Z] debug GET /i18n/locales (27 ms) 200
[2021-11-29T14:03:56.893Z] debug GET /content-type-builder/content-types (20 ms) 200
[2021-11-29T14:03:56.914Z] debug GET /content-type-builder/components (19 ms) 200
[2021-11-29T14:03:57.183Z] debug GET /content-type-builder/reserved-names (21 ms) 200
[2021-11-29T14:04:02.190Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (43 ms) 200
[2021-11-29T14:04:02.386Z] debug GET /upload/files/count? (22 ms) 200
[2021-11-29T14:04:05.904Z] debug GET /admin/842e7845f3f8e943ff712a39617b6b70.svg (2 ms) 200
[2021-11-29T14:04:05.925Z] debug GET /admin/07109cdae9f760e8d97c89788c9dc9df.png (1 ms) 200
[2021-11-29T14:04:09.804Z] debug POST /admin/login (116 ms) 200
[2021-11-29T14:04:10.082Z] debug GET /admin/information (23 ms) 200
[2021-11-29T14:04:10.138Z] debug GET /content-manager/content-types-settings (74 ms) 200
[2021-11-29T14:04:10.304Z] debug GET /content-manager/components (18 ms) 200
[2021-11-29T14:04:10.345Z] debug GET /content-manager/content-types (38 ms) 200
[2021-11-29T14:04:10.376Z] debug GET /admin/users/me/permissions (65 ms) 200
[2021-11-29T14:04:10.589Z] debug GET /content-manager/content-types (20 ms) 200
[2021-11-29T14:04:10.697Z] debug GET /content-manager/content-types-settings (80 ms) 200
[2021-11-29T14:04:10.713Z] debug GET /content-manager/components (88 ms) 200
[2021-11-29T14:04:10.843Z] debug GET /content-manager/content-types (22 ms) 200
[2021-11-29T14:04:11.074Z] debug GET /admin/https://s3-us-west-2.amazonaws.com/strapi-video-help/create-first-content-type.mp4 (2 ms) 200
[2021-11-29T14:04:11.090Z] debug GET /content-manager/content-types (24 ms) 200
[2021-11-29T14:04:11.096Z] debug GET /admin/a4234d384f7c58f2f5f90cfb08cee1e1.png (3 ms) 200
[2021-11-29T14:04:11.097Z] debug GET /admin/f46a81c3d1d3a648af68cffd4d0bba1d.png (3 ms) 200
[2021-11-29T14:04:11.098Z] debug GET /admin/2fa5de8209723e8dc08c8aee4644da58.png (3 ms) 200
[2021-11-29T14:04:11.308Z] debug GET /admin/7b77ea7e971bd3774dac8db799dfcef7.png (1 ms) 200
[2021-11-29T14:04:11.318Z] debug GET /admin/f16ac9b228b18810dd7cd6313764c007.png (2 ms) 200
[2021-11-29T14:04:11.322Z] debug GET /admin/3dd22e0349b2d2a7b7c998ad0bdb03df.png (1 ms) 200
[2021-11-29T14:04:19.785Z] debug GET /content-type-builder/components (23 ms) 200
[2021-11-29T14:04:19.826Z] debug GET /content-type-builder/content-types (38 ms) 200
[2021-11-29T14:04:19.846Z] debug GET /content-type-builder/reserved-names (48 ms) 200
[2021-11-29T14:04:22.710Z] debug GET /upload/files/count? (199 ms) 200
[2021-11-29T14:04:22.723Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (208 ms) 200
[2021-11-29T14:04:24.915Z] debug GET /content-type-builder/components (27 ms) 200
[2021-11-29T14:04:24.929Z] debug GET /content-type-builder/content-types (36 ms) 200
[2021-11-29T14:04:25.177Z] debug GET /content-type-builder/reserved-names (24 ms) 200
[2021-11-29T14:05:38.617Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (69 ms) 200
[2021-11-29T14:05:38.621Z] debug GET /upload/files/count? (67 ms) 200
[2021-11-29T14:05:39.543Z] debug GET /content-type-builder/components (27 ms) 200
[2021-11-29T14:05:39.557Z] debug GET /content-type-builder/content-types (38 ms) 200
[2021-11-29T14:05:39.762Z] debug GET /content-type-builder/reserved-names (27 ms) 200
[2021-11-29T14:09:30.229Z] debug GET /content-manager/components (28 ms) 200
[2021-11-29T14:09:30.249Z] debug GET /content-manager/content-types (38 ms) 200
[2021-11-29T14:09:30.559Z] debug GET /content-manager/content-types/application::blogs.blogs/configuration (61 ms) 200
[2021-11-29T14:09:30.853Z] debug GET /content-manager/collection-types/application::blogs.blogs?page=1&pageSize=10&_sort=title:ASC (31 ms) 200
[2021-11-29T14:09:39.092Z] debug GET /content-type-builder/content-types (27 ms) 200
[2021-11-29T14:09:39.117Z] debug GET /content-type-builder/components (46 ms) 200
[2021-11-29T14:09:39.146Z] debug GET /content-type-builder/reserved-names (50 ms) 200
[2021-11-29T14:09:45.478Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (28 ms) 200
[2021-11-29T14:09:45.495Z] debug GET /upload/files/count? (22 ms) 200
[2021-11-29T14:09:46.189Z] debug GET /content-type-builder/components (42 ms) 200
[2021-11-29T14:09:46.203Z] debug GET /content-type-builder/content-types (42 ms) 200
[2021-11-29T14:09:46.389Z] debug GET /content-type-builder/reserved-names (18 ms) 200
[2021-11-29T14:09:50.474Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (26 ms) 200
[2021-11-29T14:09:50.495Z] debug GET /upload/files/count? (27 ms) 200
[2021-11-29T14:09:51.884Z] debug GET /content-type-builder/components (30 ms) 200
[2021-11-29T14:09:51.898Z] debug GET /content-type-builder/content-types (38 ms) 200
[2021-11-29T14:09:52.115Z] debug GET /content-type-builder/reserved-names (19 ms) 200
[2021-11-29T14:09:56.858Z] debug GET /upload/files/count? (40 ms) 200
[2021-11-29T14:09:56.873Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (52 ms) 200
[2021-11-29T14:09:57.549Z] debug GET /content-type-builder/components (27 ms) 200
[2021-11-29T14:09:57.563Z] debug GET /content-type-builder/content-types (38 ms) 200
[2021-11-29T14:09:57.786Z] debug GET /content-type-builder/reserved-names (22 ms) 200
[2021-11-29T14:10:01.605Z] debug GET /upload/files/count? (59 ms) 200
[2021-11-29T14:10:01.611Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (49 ms) 200
[2021-11-29T14:10:02.247Z] debug GET /content-type-builder/content-types (39 ms) 200
[2021-11-29T14:10:02.264Z] debug GET /content-type-builder/components (46 ms) 200
[2021-11-29T14:10:02.278Z] debug GET /content-type-builder/reserved-names (58 ms) 200
[2021-11-29T14:21:13.101Z] debug GET /content-type-builder/components (35 ms) 200
[2021-11-29T14:21:13.129Z] debug GET /content-type-builder/content-types (57 ms) 200
[2021-11-29T14:21:13.145Z] debug GET /content-type-builder/reserved-names (41 ms) 200
[2021-11-29T14:21:19.958Z] debug GET /content-manager/components (23 ms) 200
[2021-11-29T14:21:20.193Z] debug GET /content-manager/content-types (21 ms) 200
[2021-11-29T14:21:20.453Z] debug GET /content-manager/content-types/plugins::users-permissions.user/configuration (22 ms) 200
[2021-11-29T14:21:20.812Z] debug GET /content-manager/collection-types/plugins::users-permissions.user?page=1&pageSize=10&_sort=username:ASC (97 ms) 200
[2021-11-29T14:21:20.887Z] debug GET /content-type-builder/components (22 ms) 200
[2021-11-29T14:21:21.095Z] debug GET /content-type-builder/content-types (20 ms) 200
[2021-11-29T14:21:21.121Z] debug GET /content-type-builder/reserved-names (23 ms) 200
[2021-11-29T14:21:25.669Z] debug GET /content-manager/components (22 ms) 200
[2021-11-29T14:21:25.692Z] debug GET /content-manager/content-types (40 ms) 200
[2021-11-29T14:21:25.958Z] debug GET /content-manager/content-types/application::publication.publication/configuration (26 ms) 200
[2021-11-29T14:21:26.263Z] debug GET /content-manager/collection-types/application::publication.publication?page=1&pageSize=10&_sort=title:ASC (48 ms) 200
[2021-11-29T14:21:26.705Z] debug GET /content-type-builder/components (21 ms) 200
[2021-11-29T14:21:26.722Z] debug GET /content-type-builder/content-types (30 ms) 200
[2021-11-29T14:21:26.952Z] debug GET /content-type-builder/reserved-names (19 ms) 200
[2021-11-29T14:21:48.890Z] debug GET /content-manager/content-types (34 ms) 200
[2021-11-29T14:21:48.904Z] debug GET /content-manager/components (45 ms) 200
[2021-11-29T14:21:49.181Z] debug GET /content-manager/content-types/application::openings.openings/configuration (21 ms) 200
[2021-11-29T14:21:49.467Z] debug GET /content-manager/collection-types/application::openings.openings?page=1&pageSize=10&_sort=title:ASC (39 ms) 200
[2021-11-29T14:21:49.675Z] debug GET /content-type-builder/components (21 ms) 200
[2021-11-29T14:21:49.919Z] debug GET /content-type-builder/content-types (25 ms) 200
[2021-11-29T14:21:49.934Z] debug GET /content-type-builder/reserved-names (36 ms) 200
[2021-11-29T14:22:07.725Z] debug GET /content-manager/components (23 ms) 200
[2021-11-29T14:22:07.747Z] debug GET /content-manager/content-types (20 ms) 200
[2021-11-29T14:22:08.066Z] debug GET /content-manager/content-types/plugins::users-permissions.user/configuration (50 ms) 200
