
 Project information

[90m┌────────────────────[39m[90m┬──────────────────────────────────────────────────┐[39m
[90m│[39m Time               [90m│[39m Mon Nov 29 2021 08:01:57 GMT+0000 (Coordinated … [90m│[39m
[90m│[39m Launched in        [90m│[39m 6349 ms                                          [90m│[39m
[90m│[39m Environment        [90m│[39m development                                      [90m│[39m
[90m│[39m Process PID        [90m│[39m 12660                                            [90m│[39m
[90m│[39m Version            [90m│[39m 3.6.6 (node v14.17.2)                            [90m│[39m
[90m│[39m Edition            [90m│[39m Community                                        [90m│[39m
[90m└────────────────────[39m[90m┴──────────────────────────────────────────────────┘[39m

 Actions available

Welcome back!
To manage your project 🚀, go to the administration panel at:
http://localhost:1337/admin

To access the server ⚡️, go to:
http://localhost:1337

[2021-11-29T14:22:08.190Z] debug GET /content-type-builder/components (20 ms) 200
[2021-11-29T14:22:08.406Z] debug GET /content-type-builder/content-types (20 ms) 200
[2021-11-29T14:22:08.433Z] debug GET /content-type-builder/reserved-names (21 ms) 200
[2021-11-29T14:22:23.801Z] debug GET /content-manager/components (25 ms) 200
[2021-11-29T14:22:23.875Z] debug GET /content-manager/content-types (30 ms) 200
[2021-11-29T14:22:24.157Z] debug GET /content-manager/content-types/application::teams.teams/configuration (22 ms) 200
[2021-11-29T14:22:24.193Z] debug GET /content-type-builder/components (19 ms) 200
[2021-11-29T14:22:24.215Z] debug GET /content-type-builder/content-types (20 ms) 200
[2021-11-29T14:22:24.440Z] debug GET /content-type-builder/reserved-names (18 ms) 200
[2021-11-29T14:23:02.066Z] debug GET /content-manager/components (44 ms) 200
[2021-11-29T14:23:02.140Z] debug GET /content-manager/content-types (62 ms) 200
[2021-11-29T14:23:02.436Z] debug GET /content-manager/content-types/plugins::users-permissions.user/configuration (32 ms) 200
[2021-11-29T14:23:02.826Z] debug GET /content-manager/collection-types/plugins::users-permissions.user?page=1&pageSize=10&_sort=username:ASC (70 ms) 200
[2021-11-29T14:23:06.387Z] debug GET /content-manager/collection-types/plugins::users-permissions.user/1 (46 ms) 200
[2021-11-29T14:23:12.473Z] debug GET /content-manager/collection-types/plugins::users-permissions.user?page=1&pageSize=10&_sort=username:ASC (45 ms) 200
[2021-11-29T14:23:18.076Z] debug GET /content-manager/collection-types/plugins::users-permissions.user/1 (69 ms) 200
[2021-11-29T14:23:27.294Z] debug GET /content-manager/collection-types/plugins::users-permissions.user?page=1&pageSize=10&_sort=username:ASC (31 ms) 200
[2021-11-29T14:23:44.859Z] debug POST /content-manager/collection-types/plugins::users-permissions.user (285 ms) 201
[2021-11-29T14:23:45.322Z] debug GET /content-manager/collection-types/plugins::users-permissions.user/2 (31 ms) 200
[2021-11-29T14:24:08.406Z] debug POST /admin/login (114 ms) 400
[2021-11-29T14:24:18.720Z] debug POST /admin/login (114 ms) 200
[2021-11-29T14:24:19.063Z] debug GET /admin/information (30 ms) 200
[2021-11-29T14:24:19.353Z] debug GET /content-manager/content-types-settings (86 ms) 200
[2021-11-29T14:24:19.391Z] debug GET /content-manager/content-types (116 ms) 200
[2021-11-29T14:24:19.410Z] debug GET /content-manager/components (91 ms) 200
[2021-11-29T14:24:19.443Z] debug GET /admin/users/me/permissions (117 ms) 200
[2021-11-29T14:24:19.682Z] debug GET /content-manager/content-types (21 ms) 200
[2021-11-29T14:24:19.716Z] debug GET /content-manager/components (25 ms) 200
[2021-11-29T14:24:19.908Z] debug GET /content-manager/content-types-settings (208 ms) 200
[2021-11-29T14:24:19.940Z] debug GET /content-manager/content-types (21 ms) 200
[2021-11-29T14:24:20.034Z] debug GET /admin/https://s3-us-west-2.amazonaws.com/strapi-video-help/create-first-content-type.mp4 (4 ms) 200
[2021-11-29T14:24:20.040Z] debug GET /admin/https://s3-us-west-2.amazonaws.com/strapi-video-help/fill-data.mp4 (2 ms) 200
[2021-11-29T14:24:20.041Z] debug GET /admin/https://s3-us-west-2.amazonaws.com/strapi-video-help/access-fetch-api.mp4 (2 ms) 200
[2021-11-29T14:24:20.192Z] debug GET /admin/f46a81c3d1d3a648af68cffd4d0bba1d.png (2 ms) 200
[2021-11-29T14:24:20.210Z] debug GET /content-manager/content-types (24 ms) 200
[2021-11-29T14:24:20.406Z] debug GET /admin/7b77ea7e971bd3774dac8db799dfcef7.png (1 ms) 200
[2021-11-29T14:24:20.433Z] debug GET /admin/a4234d384f7c58f2f5f90cfb08cee1e1.png (2 ms) 200
[2021-11-29T14:24:20.457Z] debug GET /admin/2fa5de8209723e8dc08c8aee4644da58.png (1 ms) 200
[2021-11-29T14:24:20.498Z] debug GET /admin/f16ac9b228b18810dd7cd6313764c007.png (1 ms) 200
[2021-11-29T14:24:20.503Z] debug GET /admin/3dd22e0349b2d2a7b7c998ad0bdb03df.png (1 ms) 200
[2021-11-29T14:24:22.926Z] debug GET /content-manager/components (37 ms) 200
[2021-11-29T14:24:22.943Z] debug GET /content-manager/content-types (50 ms) 200
[2021-11-29T14:24:23.211Z] debug GET /content-manager/content-types/plugins::users-permissions.user/configuration (36 ms) 200
[2021-11-29T14:24:23.496Z] debug GET /content-manager/collection-types/plugins::users-permissions.user?page=1&pageSize=10&_sort=username:ASC (41 ms) 200
[2021-11-29T14:24:23.893Z] debug GET /admin/plugins/content-manager/collectionType/https://s3-us-west-2.amazonaws.com/strapi-video-help/fill-data.mp4 (2 ms) 200
[2021-11-29T14:24:23.894Z] debug GET /admin/plugins/content-manager/collectionType/https://s3-us-west-2.amazonaws.com/strapi-video-help/create-first-content-type.mp4 (2 ms) 200
[2021-11-29T14:24:23.900Z] debug GET /admin/plugins/content-manager/collectionType/https://s3-us-west-2.amazonaws.com/strapi-video-help/access-fetch-api.mp4 (1 ms) 200
[2021-11-29T14:24:47.873Z] debug GET /content-type-builder/components (24 ms) 200
[2021-11-29T14:24:48.091Z] debug GET /content-type-builder/content-types (22 ms) 200
[2021-11-29T14:24:48.126Z] debug GET /content-type-builder/reserved-names (32 ms) 200
[2021-11-29T14:24:59.221Z] debug GET /admin/users?pageSize=10&page=1&_sort=firstname%3AASC (28 ms) 200
[2021-11-29T14:25:01.972Z] debug GET /admin/users/2 (46 ms) 200
[2021-11-29T14:25:02.297Z] debug GET /admin/roles (32 ms) 200
[2021-11-29T14:25:25.463Z] debug GET /admin/roles (31 ms) 200
[2021-11-29T14:25:29.581Z] debug GET /admin/permissions?role=1 (103 ms) 200
[2021-11-29T14:25:29.793Z] debug GET /admin/roles/1 (90 ms) 200
[2021-11-29T14:25:29.891Z] debug GET /admin/roles/1/permissions (114 ms) 200
[2021-11-29T14:25:57.962Z] debug GET /admin/users?pageSize=10&page=1&_sort=firstname%3AASC (33 ms) 200
[2021-11-29T14:25:59.212Z] debug GET /admin/users/2 (31 ms) 200
[2021-11-29T14:25:59.531Z] debug GET /admin/roles (28 ms) 200
[2021-11-29T14:26:02.613Z] debug GET /users-permissions/roles (54 ms) 200
[2021-11-29T14:26:06.834Z] debug GET /users-permissions/providers (22 ms) 200
[2021-11-29T14:26:08.578Z] debug GET /users-permissions/email-templates (21 ms) 200
[2021-11-29T14:26:15.815Z] debug GET /users-permissions/advanced (36 ms) 200
[2021-11-29T14:26:22.924Z] debug GET /admin/users?pageSize=10&page=1&_sort=firstname%3AASC (30 ms) 200
[2021-11-29T14:26:26.721Z] debug GET /admin/users/1 (24 ms) 200
[2021-11-29T14:26:27.078Z] debug GET /admin/roles (79 ms) 200
[2021-11-29T14:26:33.872Z] debug GET /admin/roles (28 ms) 200
[2021-11-29T14:26:40.360Z] debug GET /admin/roles/1 (49 ms) 200
[2021-11-29T14:26:40.404Z] debug GET /admin/roles/1/permissions (39 ms) 200
[2021-11-29T14:26:40.436Z] debug GET /admin/permissions?role=1 (128 ms) 200
[2021-11-29T14:26:51.077Z] debug GET /admin/roles (28 ms) 200
[2021-11-29T14:26:53.368Z] debug GET /admin/permissions?role=1 (68 ms) 200
[2021-11-29T14:26:53.597Z] debug GET /admin/roles/1 (92 ms) 200
[2021-11-29T14:26:53.677Z] debug GET /admin/roles/1/permissions (119 ms) 200
[2021-11-29T14:26:58.412Z] debug GET /admin/roles (24 ms) 200
[2021-11-29T14:27:01.279Z] debug GET /admin/permissions?role=1 (63 ms) 200
[2021-11-29T14:27:01.457Z] debug GET /admin/roles/1 (24 ms) 200
[2021-11-29T14:27:01.552Z] debug GET /admin/roles/1/permissions (33 ms) 200
[2021-11-29T14:27:24.416Z] debug GET /admin/users?pageSize=10&page=1&_sort=firstname%3AASC (34 ms) 200
[2021-11-29T14:27:31.783Z] debug GET /admin/users/1 (28 ms) 200
[2021-11-29T14:27:32.113Z] debug GET /admin/roles (24 ms) 200
[2021-11-29T14:28:09.324Z] debug PUT /admin/users/1 (201 ms) 200
[2021-11-29T14:28:27.031Z] debug POST /admin/login (117 ms) 200
[2021-11-29T14:28:27.305Z] debug GET /admin/information (23 ms) 200
[2021-11-29T14:28:27.708Z] debug GET /content-manager/content-types-settings (203 ms) 200
[2021-11-29T14:28:27.741Z] debug GET /content-manager/content-types (196 ms) 200
[2021-11-29T14:28:27.756Z] debug GET /content-manager/components (209 ms) 200
[2021-11-29T14:28:27.780Z] debug GET /admin/users/me/permissions (230 ms) 200
[2021-11-29T14:28:27.996Z] debug GET /content-manager/content-types (22 ms) 200
[2021-11-29T14:28:28.048Z] debug GET /content-manager/components (22 ms) 200
[2021-11-29T14:28:28.099Z] debug GET /content-manager/content-types-settings (65 ms) 200
[2021-11-29T14:28:28.243Z] debug GET /content-manager/content-types (19 ms) 200
[2021-11-29T14:28:28.487Z] debug GET /admin/f16ac9b228b18810dd7cd6313764c007.png (6 ms) 200
[2021-11-29T14:28:28.488Z] debug GET /admin/2fa5de8209723e8dc08c8aee4644da58.png (5 ms) 200
[2021-11-29T14:28:28.489Z] debug GET /admin/f46a81c3d1d3a648af68cffd4d0bba1d.png (5 ms) 200
[2021-11-29T14:28:28.497Z] debug GET /admin/a4234d384f7c58f2f5f90cfb08cee1e1.png (7 ms) 200
[2021-11-29T14:28:28.516Z] debug GET /content-manager/content-types (23 ms) 200
[2021-11-29T14:28:28.703Z] debug GET /admin/7b77ea7e971bd3774dac8db799dfcef7.png (2 ms) 200
[2021-11-29T14:28:28.724Z] debug GET /admin/3dd22e0349b2d2a7b7c998ad0bdb03df.png (1 ms) 200
[2021-11-29T14:28:30.316Z] debug GET /content-type-builder/components (23 ms) 200
[2021-11-29T14:28:30.346Z] debug GET /content-type-builder/content-types (48 ms) 200
[2021-11-29T14:28:30.362Z] debug GET /content-type-builder/reserved-names (42 ms) 200
[2021-11-29T14:28:38.854Z] debug GET /admin/users?pageSize=10&page=1&_sort=firstname%3AASC (28 ms) 200
[2021-11-29T14:28:41.823Z] debug GET /admin/roles (28 ms) 200
[2021-11-29T14:28:47.682Z] debug GET /admin/roles/1 (112 ms) 200
[2021-11-29T14:28:47.710Z] debug GET /admin/roles/1/permissions (131 ms) 200
[2021-11-29T14:28:47.761Z] debug GET /admin/permissions?role=1 (187 ms) 200
[2021-11-29T14:30:05.213Z] info Uninstalling i18n...
[2021-11-29T14:30:45.412Z] debug GET /admin/list-plugins (6 ms) 200
[2021-11-29T14:30:46.284Z] debug GET /admin/main.ee3d694b.chunk.js (2 ms) 200
[2021-11-29T14:30:46.495Z] debug GET /admin/runtime~main.e591ad3f.js (1 ms) 200
[2021-11-29T14:30:52.438Z] debug POST /admin/renew-token (61 ms) 200
[2021-11-29T14:30:52.661Z] debug GET /admin/init (64 ms) 200
[2021-11-29T14:30:53.075Z] debug GET /admin/information (55 ms) 200
[2021-11-29T14:30:53.139Z] debug GET /i18n/locales (112 ms) 200
[2021-11-29T14:30:53.250Z] debug GET /admin/75614cfcfedd509b1f7ac1c26c53bb7f.woff2 (2 ms) 200
[2021-11-29T14:30:53.387Z] debug GET /content-manager/content-types (52 ms) 200
[2021-11-29T14:30:53.743Z] debug GET /admin/users/me/permissions (69 ms) 200
[2021-11-29T14:30:54.012Z] debug GET /admin/6fa99a613e49ef745181ae511992bf0d.svg (2 ms) 200
[2021-11-29T14:30:54.016Z] debug GET /admin/e4202ad0171c05cbfd1e670ab43c94bc.svg (1 ms) 200
[2021-11-29T14:30:54.273Z] debug GET /admin/a6069540692725c247f13984a9598a92.woff2 (28 ms) 200
[2021-11-29T14:30:54.317Z] debug GET /admin/21b3848a32fce5b0f5014948186f6964.woff2 (53 ms) 200
[2021-11-29T14:30:54.323Z] debug GET /admin/6d20cff5b3255dd0078f935c34e2b882.woff2 (23 ms) 200
[2021-11-29T14:30:54.324Z] debug GET /admin/ada6e6df937f7e5e8b790dfea07109b7.woff2 (20 ms) 200
[2021-11-29T14:30:54.346Z] debug GET /content-manager/content-types-settings (309 ms) 200
[2021-11-29T14:30:54.613Z] debug GET /admin/139c7787110de0342b38be458f356d97.svg (2 ms) 200
[2021-11-29T14:30:54.818Z] debug GET /admin/3b67ff56ed70db100e6a5d8810931de4.svg (1 ms) 200
[2021-11-29T14:30:54.884Z] debug GET /admin/0063b2cc64d976ac36f211442466d0ac.png (1 ms) 200
[2021-11-29T14:30:55.084Z] debug GET /admin/3478e10587b6b6437ee3158ec9cbd731.svg (3 ms) 200
[2021-11-29T14:30:55.155Z] debug GET /content-manager/content-types (95 ms) 200
[2021-11-29T14:30:55.163Z] debug GET /admin/0ead657ede622c3ce55f2a36c25573a3.svg (4 ms) 200
[2021-11-29T14:31:06.918Z] info Uninstalling i18n...
[2021-11-29T14:34:37.827Z] debug GET /admin/list-plugins (122699 ms) 200
[2021-11-29T14:34:38.060Z] debug GET index.html (158 ms) 200
[2021-11-29T14:34:38.082Z] debug GET index.html (164 ms) 200
[2021-11-29T14:34:38.362Z] error Error: Command failed: npm run strapi -- uninstall i18n -d
- Uninstalling dependencies
Command failed: yarn remove strapi-plugin-i18n
error This module isn't specified in a package.json file.

yarn remove v1.22.5
[1/2] Removing module strapi-plugin-i18n...
info Visit https://yarnpkg.com/en/docs/cli/remove for documentation about this command.



> backend@0.1.0 strapi
> strapi "uninstall" "i18n" "-d"


    at makeError (/home/ubuntu/sigtuple-backend/node_modules/execa/index.js:174:9)
    at /home/ubuntu/sigtuple-backend/node_modules/execa/index.js:278:16
    at processTicksAndRejections (internal/process/task_queues.js:95:5)
    at async Object.uninstallPlugin (/home/ubuntu/sigtuple-backend/node_modules/strapi-admin/controllers/admin.js:90:7)
    at async /home/ubuntu/sigtuple-backend/node_modules/strapi/lib/middlewares/router/utils/routerChecker.js:79:22
    at async /home/ubuntu/sigtuple-backend/node_modules/strapi-utils/lib/policy.js:68:5
    at async /home/ubuntu/sigtuple-backend/node_modules/strapi/lib/middlewares/parser/index.js:48:23
    at async /home/ubuntu/sigtuple-backend/node_modules/strapi/lib/middlewares/xss/index.js:26:9
[2021-11-29T14:34:38.372Z] debug DELETE /admin/plugins/uninstall/i18n (211507 ms) 400
[2021-11-29T14:34:39.630Z] debug GET /videos?type_eq=Presentation (68 ms) 404
[2021-11-29T14:34:39.664Z] debug GET /videos?type_eq=Shonit (76 ms) 404
[2021-11-29T14:34:39.701Z] debug GET /videos?type_eq=Shrava (45 ms) 404
[2021-11-29T14:34:39.923Z] debug GET /videos?type_eq=Presentation (57 ms) 404
[2021-11-29T14:34:40.025Z] debug GET /videos?type_eq=Shonit (79 ms) 404
[2021-11-29T14:34:40.049Z] debug GET /videos?type_eq=Shrava (52 ms) 404
[2021-11-29T14:34:40.086Z] debug GET /publications?_sort=updated_at:desc&_limit=10 (478 ms) 200
[2021-11-29T14:34:40.211Z] debug GET /clients (534 ms) 200
[2021-11-29T14:34:40.236Z] debug GET /blogs?_limit=5 (515 ms) 200
[2021-11-29T14:34:40.422Z] debug GET /publications?_sort=updated_at:desc&_limit=10 (88 ms) 200
[2021-11-29T14:34:40.799Z] debug GET /clients (342 ms) 200
[2021-11-29T14:34:40.858Z] debug GET /blogs?_limit=5 (352 ms) 200
[2021-11-29T14:35:04.456Z] debug GET index.html (95 ms) 200
[2021-11-29T14:35:04.796Z] debug GET /assets/images/logo_login.png (20 ms) 200
[2021-11-29T14:35:06.696Z] debug GET /admin (1 ms) 200
[2021-11-29T14:35:07.532Z] debug GET /admin/runtime~main.e591ad3f.js (4 ms) 200
[2021-11-29T14:35:07.540Z] debug GET /admin/main.ee3d694b.chunk.js (2 ms) 200
[2021-11-29T14:35:12.658Z] debug GET /admin/init (62 ms) 200
[2021-11-29T14:35:14.198Z] debug GET /admin/07109cdae9f760e8d97c89788c9dc9df.png (14 ms) 200
[2021-11-29T14:35:14.198Z] debug GET /admin/842e7845f3f8e943ff712a39617b6b70.svg (7 ms) 200
[2021-11-29T14:35:14.410Z] debug GET /admin/21b3848a32fce5b0f5014948186f6964.woff2 (2 ms) 200
[2021-11-29T14:35:14.415Z] debug GET /admin/75614cfcfedd509b1f7ac1c26c53bb7f.woff2 (3 ms) 200
[2021-11-29T14:35:14.424Z] debug GET /admin/a6069540692725c247f13984a9598a92.woff2 (6 ms) 200
[2021-11-29T14:35:17.945Z] debug GET /admin/ada6e6df937f7e5e8b790dfea07109b7.woff2 (2 ms) 200
[2021-11-29T14:35:19.874Z] debug POST /admin/login (343 ms) 200
[2021-11-29T14:35:20.370Z] debug GET /admin/information (228 ms) 200
[2021-11-29T14:35:20.410Z] debug GET /i18n/locales (277 ms) 200
[2021-11-29T14:35:20.491Z] debug GET /content-manager/content-types (109 ms) 200
[2021-11-29T14:35:20.854Z] debug GET /admin/users/me/permissions (124 ms) 200
[2021-11-29T14:35:21.225Z] debug GET /content-manager/components (131 ms) 200
[2021-11-29T14:35:21.361Z] debug GET /admin/6d20cff5b3255dd0078f935c34e2b882.woff2 (43 ms) 200
[2021-11-29T14:35:21.431Z] debug GET /admin/0063b2cc64d976ac36f211442466d0ac.png (61 ms) 200
[2021-11-29T14:35:21.524Z] debug GET /content-manager/content-types-settings (434 ms) 200
[2021-11-29T14:35:21.582Z] debug GET /content-manager/content-types (478 ms) 200
[2021-11-29T14:35:21.824Z] debug GET /admin/f46a81c3d1d3a648af68cffd4d0bba1d.png (4 ms) 200
[2021-11-29T14:35:21.859Z] debug GET /content-manager/content-types (52 ms) 200
[2021-11-29T14:35:21.867Z] debug GET /admin/a4234d384f7c58f2f5f90cfb08cee1e1.png (2 ms) 200
[2021-11-29T14:35:21.938Z] debug GET /admin/3dd22e0349b2d2a7b7c998ad0bdb03df.png (1 ms) 200
[2021-11-29T14:35:22.045Z] debug GET /admin/f16ac9b228b18810dd7cd6313764c007.png (1 ms) 200
[2021-11-29T14:35:22.077Z] debug GET /admin/7b77ea7e971bd3774dac8db799dfcef7.png (2 ms) 200
[2021-11-29T14:35:22.091Z] debug GET /admin/2fa5de8209723e8dc08c8aee4644da58.png (2 ms) 200
[2021-11-29T14:35:26.682Z] debug GET /content-type-builder/components (259 ms) 200
[2021-11-29T14:35:26.753Z] debug GET /content-type-builder/content-types (303 ms) 200
[2021-11-29T14:35:26.782Z] debug GET /content-type-builder/reserved-names (324 ms) 200
[2021-11-29T14:35:27.230Z] debug GET /admin/0.1e34b9c4.chunk.js (8 ms) 200
[2021-11-29T14:35:36.919Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (102 ms) 200
[2021-11-29T14:35:36.965Z] debug GET /upload/files/count? (56 ms) 200
[2021-11-29T14:36:01.561Z] debug GET /admin/e4202ad0171c05cbfd1e670ab43c94bc.svg (2 ms) 200
[2021-11-29T14:36:01.784Z] debug GET /admin/0ead657ede622c3ce55f2a36c25573a3.svg (2 ms) 200
[2021-11-29T14:36:01.785Z] debug GET /admin/6fa99a613e49ef745181ae511992bf0d.svg (2 ms) 200
[2021-11-29T14:36:01.797Z] debug GET /admin/3b67ff56ed70db100e6a5d8810931de4.svg (9 ms) 200
[2021-11-29T14:36:01.798Z] debug GET /admin/3478e10587b6b6437ee3158ec9cbd731.svg (9 ms) 200
[2021-11-29T14:36:01.799Z] debug GET /admin/139c7787110de0342b38be458f356d97.svg (7 ms) 200
[2021-11-29T14:36:06.538Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (241 ms) 200
[2021-11-29T14:36:06.554Z] debug GET /upload/files/count? (245 ms) 200
[2021-11-29T14:36:08.373Z] debug GET /content-type-builder/components (110 ms) 200
[2021-11-29T14:36:08.416Z] debug GET /content-type-builder/content-types (135 ms) 200
[2021-11-29T14:36:08.454Z] debug GET /content-type-builder/reserved-names (165 ms) 200
[2021-11-29T14:36:17.352Z] debug GET /upload/files/count? (86 ms) 200
[2021-11-29T14:36:17.452Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (177 ms) 200
[2021-11-29T14:36:18.471Z] debug GET /content-type-builder/components (62 ms) 200
[2021-11-29T14:36:18.639Z] debug GET /content-type-builder/content-types (222 ms) 200
[2021-11-29T14:36:18.699Z] debug GET /content-type-builder/reserved-names (42 ms) 200
[2021-11-29T14:36:22.677Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (102 ms) 200
[2021-11-29T14:36:22.681Z] debug GET /upload/files/count? (95 ms) 200
[2021-11-29T14:36:23.554Z] debug GET /content-type-builder/components (51 ms) 200
[2021-11-29T14:36:23.588Z] debug GET /content-type-builder/content-types (79 ms) 200
[2021-11-29T14:36:23.887Z] debug GET /content-type-builder/reserved-names (91 ms) 200
[2021-11-29T14:36:28.248Z] debug GET /upload/files/count? (67 ms) 200
[2021-11-29T14:36:28.316Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (126 ms) 200
[2021-11-29T14:36:43.309Z] debug GET /content-type-builder/components (6636 ms) 200
[2021-11-29T14:36:44.189Z] debug GET /content-type-builder/content-types (7297 ms) 200
[2021-11-29T14:36:44.364Z] error Error: Command failed: npm run strapi -- uninstall i18n -d
- Uninstalling dependencies
✔ Uninstalling dependencies
- Deleting old files
✔ Deleting old files
- Rebuilding admin UI
Command failed: npm run build
Browserslist: caniuse-lite is outdated. Please run:
npx browserslist@latest --update-db

Why you should do it regularly:
https://github.com/browserslist/browserslist#browsers-data-updating
Killed


> backend@0.1.0 build
> strapi build

Building your admin UI with development configuration ...
ℹ Compiling Webpack



> backend@0.1.0 strapi
> strapi "uninstall" "i18n" "-d"


    at makeError (/home/ubuntu/sigtuple-backend/node_modules/execa/index.js:174:9)
    at /home/ubuntu/sigtuple-backend/node_modules/execa/index.js:278:16
    at processTicksAndRejections (internal/process/task_queues.js:95:5)
    at async Object.uninstallPlugin (/home/ubuntu/sigtuple-backend/node_modules/strapi-admin/controllers/admin.js:90:7)
    at async /home/ubuntu/sigtuple-backend/node_modules/strapi/lib/middlewares/router/utils/routerChecker.js:79:22
    at async /home/ubuntu/sigtuple-backend/node_modules/strapi-utils/lib/policy.js:68:5
    at async /home/ubuntu/sigtuple-backend/node_modules/strapi/lib/middlewares/parser/index.js:48:23
    at async /home/ubuntu/sigtuple-backend/node_modules/strapi/lib/middlewares/xss/index.js:26:9
[2021-11-29T14:36:44.366Z] debug DELETE /admin/plugins/uninstall/i18n (399175 ms) 400
[2021-11-29T14:36:44.408Z] debug GET /content-type-builder/reserved-names (7287 ms) 200
[2021-11-29T14:36:44.531Z] debug GET /upload/files?_limit=10&_start=0&_sort=updated_at:DESC (1471 ms) 200
[2021-11-29T14:36:44.541Z] debug GET /upload/files/count? (1445 ms) 200
[2021-11-29T14:36:44.587Z] debug GET /content-type-builder/components (261 ms) 200
[2021-11-29T14:36:44.718Z] debug GET /content-type-builder/content-types (79 ms) 200
[2021-11-29T14:36:44.774Z] debug GET /content-type-builder/reserved-names (48 ms) 200
[2021-11-29T15:00:57.991Z] debug GET /admin/plugins/content-manager/collectionType/plugins::users-permissions.user/create (3 ms) 200
[2021-11-29T15:00:59.397Z] debug GET /admin/main.ee3d694b.chunk.js (1 ms) 200
[2021-11-29T15:01:00.060Z] debug GET /admin/runtime~main.e591ad3f.js (1 ms) 200
[2021-11-29T15:01:05.085Z] debug GET /admin/init (6 ms) 200
[2021-11-29T15:01:06.612Z] debug GET /admin/21b3848a32fce5b0f5014948186f6964.woff2 (1 ms) 200
[2021-11-29T15:01:06.663Z] debug GET /admin/07109cdae9f760e8d97c89788c9dc9df.png (1 ms) 200
[2021-11-29T15:01:06.691Z] debug GET /admin/75614cfcfedd509b1f7ac1c26c53bb7f.woff2 (2 ms) 200
[2021-11-29T15:01:06.708Z] debug GET /admin/a6069540692725c247f13984a9598a92.woff2 (1 ms) 200
[2021-11-29T15:01:06.897Z] debug GET /admin/842e7845f3f8e943ff712a39617b6b70.svg (1 ms) 200
[2021-11-29T18:27:27.759Z] debug GET application:application/admin/plugins/content-type-builder/content-types/application::blogs.blogs (2 ms) 200
[2021-11-29T18:27:28.181Z] debug GET /admin/runtime~main.e591ad3f.js (2 ms) 200
[2021-11-29T18:27:28.182Z] debug GET /admin/main.ee3d694b.chunk.js (2 ms) 200
[2021-11-29T18:27:28.526Z] debug GET /assets/images/logo_login.png (9 ms) 200
[2021-11-29T18:31:27.465Z] debug GET index.html (12 ms) 200
[2021-11-29T18:31:28.051Z] debug GET /assets/images/logo_login.png (1 ms) 200
[2021-11-29T18:31:29.706Z] debug GET /admin (1 ms) 200
[2021-11-29T18:31:29.976Z] debug GET /admin/runtime~main.e591ad3f.js (1 ms) 200
[2021-11-29T18:31:30.160Z] debug GET /admin/main.ee3d694b.chunk.js (1 ms) 200
[2021-11-29T18:31:46.495Z] debug GET /videos?type_eq=Presentation (2 ms) 404
[2021-11-29T18:31:46.508Z] debug GET /videos?type_eq=Shonit (9 ms) 404
[2021-11-29T18:31:46.509Z] debug GET /videos?type_eq=Shrava (4 ms) 404
[2021-11-29T18:31:46.548Z] debug GET /publications?_sort=updated_at:desc&_limit=10 (45 ms) 200
[2021-11-29T18:31:46.559Z] debug GET /clients (48 ms) 200
[2021-11-29T18:31:46.564Z] debug GET /blogs?_limit=5 (50 ms) 200
[2021-11-29T18:34:53.333Z] debug GET /admin (2 ms) 200
[2021-11-29T18:34:53.788Z] debug GET /admin/runtime~main.e591ad3f.js (2 ms) 200
[2021-11-29T18:34:53.815Z] debug GET /admin/main.ee3d694b.chunk.js (2 ms) 200
[2021-11-29T18:35:36.270Z] debug GET index.html (8 ms) 200
[2021-11-29T18:35:36.594Z] debug GET /assets/images/logo_login.png (1 ms) 200
[2021-11-29T18:35:36.873Z] debug GET /favicon.ico (0 ms) 200
[2021-11-29T18:35:54.529Z] debug GET /admin (1 ms) 200
[2021-11-29T18:35:54.818Z] debug GET /admin/runtime~main.e591ad3f.js (1 ms) 200
[2021-11-29T18:35:55.081Z] debug GET /admin/main.ee3d694b.chunk.js (2 ms) 200
[2021-11-29T18:36:10.867Z] debug GET /admin/init (2 ms) 200
[2021-11-29T18:36:11.314Z] debug GET /admin/842e7845f3f8e943ff712a39617b6b70.svg (1 ms) 200
[2021-11-29T18:36:11.316Z] debug GET /admin/07109cdae9f760e8d97c89788c9dc9df.png (1 ms) 200
[2021-11-29T18:36:11.582Z] debug GET /admin/75614cfcfedd509b1f7ac1c26c53bb7f.woff2 (4 ms) 200
[2021-11-29T18:36:11.593Z] debug GET /admin/a6069540692725c247f13984a9598a92.woff2 (1 ms) 200
[2021-11-29T18:36:11.601Z] debug GET /admin/21b3848a32fce5b0f5014948186f6964.woff2 (1 ms) 200
[2021-11-29T18:36:14.078Z] debug GET /admin (1 ms) 200
[2021-11-29T18:36:14.536Z] debug GET /admin/main.ee3d694b.chunk.js (1 ms) 200
[2021-11-29T18:36:14.568Z] debug GET /admin/runtime~main.e591ad3f.js (1 ms) 200
[2021-11-29T18:37:17.006Z] debug GET /admin (1 ms) 200
[2021-11-29T18:37:17.485Z] debug GET /admin/runtime~main.e591ad3f.js (2 ms) 200
